,recruitType,year,ranking,name,school,committedTo,position,height,weight,stars,rating,city,stateProvince,country
217,HighSchool,2019,218.0,Cam'Ron Kelly,Oscar Smith,Auburn,ATH,73.0,190.0,4,0.9145,Chesapeake,VA,
218,HighSchool,2019,219.0,Joshua Calvert,Oaks Christian,Washington,ILB,73.5,227.0,4,0.9144,Westlake Village,CA,
219,HighSchool,2019,220.0,Derrian Brown,Buford,Texas,RB,71.0,188.0,4,0.9139,Buford,GA,
220,HighSchool,2019,221.0,Kalen DeLoach,Islands,Florida State,OLB,72.0,206.0,4,0.9138,Savannah,GA,
221,HighSchool,2019,222.0,Jaden Davis,St. Thomas Aquinas,Oklahoma,CB,69.0,166.0,4,0.9138,Fort Lauderdale,FL,
222,HighSchool,2019,223.0,Anthony Solomon,St. Thomas Aquinas,Michigan,OLB,72.0,190.0,4,0.9137,Fort Lauderdale,FL,
223,HighSchool,2019,224.0,Isaiah Hazel,Dr. Henry Wise,Maryland,WR,73.0,190.0,4,0.9134,Upper Marlboro,MD,
224,HighSchool,2019,225.0,Deondrick Glass,Katy,Oklahoma State,RB,71.0,200.0,4,0.9133,Katy,TX,
225,HighSchool,2019,226.0,Tyus Fields,William Amos Hough,Tennessee,CB,70.0,191.0,4,0.9131,Cornelius,NC,
226,HighSchool,2019,227.0,Warren McClendon,Brunswick,Georgia,OT,76.0,318.0,4,0.9131,Brunswick,GA,
227,HighSchool,2019,228.0,Trey Knox,Blackman,Arkansas,WR,77.0,215.0,4,0.9129,Murfreesboro,TN,
228,HighSchool,2019,229.0,Max Duggan,Lewis Central,TCU,DUAL,74.0,190.0,4,0.9127,Council Bluffs,IA,
229,HighSchool,2019,230.0,Litchfield Ajavon,Episcopal,Notre Dame,S,72.5,189.0,4,0.9126,Alexandria,VA,
230,HighSchool,2019,231.0,Steele Chambers,Blessed Trinity Catholic,Ohio State,ATH,73.0,215.0,4,0.9126,Roswell,GA,
231,HighSchool,2019,232.0,Jackson Lampley,Montgomery Bell Academy,Tennessee,OG,76.0,300.0,4,0.9124,Nashville,TN,
232,HighSchool,2019,233.0,Anthony Harris,Havelock,Tennessee,S,73.5,171.0,4,0.9123,Havelock,NC,
233,HighSchool,2019,234.0,Braedon Mowry,Taylor,Texas A&M,WDE,76.0,225.0,4,0.9115,Katy,TX,
234,HighSchool,2019,235.0,Hank Bachmeier,Murrieta Valley,Boise State,PRO,75.0,188.0,4,0.9114,Murrieta,CA,
235,HighSchool,2019,236.0,Ryland Goede,Kennesaw Mountain,Georgia,TE,78.0,240.0,4,0.9112,Acworth,GA,
236,HighSchool,2019,237.0,Roschon Johnson,Port Neches-Groves,Texas,DUAL,73.0,192.0,4,0.9111,Port Neches,TX,
237,HighSchool,2019,238.0,Garrett Shrader,Charlotte Christian,Mississippi State,DUAL,76.5,215.0,4,0.9106,Charlotte,NC,
238,HighSchool,2019,239.0,Jude Wolfe,St. John Bosco,USC,TE,77.5,249.0,4,0.9106,Bellflower,CA,
239,HighSchool,2019,240.0,Stephon Wright,Cathedral,Arizona State,SDE,75.0,260.0,4,0.9105,Los Angeles,CA,
240,HighSchool,2019,241.0,Chez Mellusi,Naples,Clemson,RB,71.0,190.0,4,0.9105,Naples,FL,
241,HighSchool,2019,242.0,Deyavie Hammond,Lakeland,Florida,OG,75.0,353.0,4,0.9104,Lakeland,FL,
242,HighSchool,2019,243.0,Lloyd Summerall,Lakeland,Florida,WDE,77.0,220.0,4,0.91,Lakeland,FL,
243,HighSchool,2019,244.0,Keilan Robinson,St. John's College HS,Alabama,RB,69.0,184.0,4,0.9094,Washington,DC,
244,HighSchool,2019,245.0,Marcus Stripling,Mayde Creek,Oklahoma,SDE,74.5,260.0,4,0.9093,Houston,TX,
245,HighSchool,2019,246.0,Patrick Herbert,Sheldon,Oregon,TE,77.0,225.0,4,0.909,Eugene,OR,
246,HighSchool,2019,247.0,Drake London,Moorpark,USC,WR,76.0,200.0,4,0.9087,Moorpark,CA,
247,HighSchool,2019,248.0,Salim Turner-Muhammad,Episcopal,Stanford,CB,72.0,170.0,4,0.9086,Alexandria,VA,
248,HighSchool,2019,249.0,Jashawn Sheffield,Frederica Academy,Auburn,ATH,73.0,178.0,4,0.9086,Saint Simons Island,GA,
249,HighSchool,2019,250.0,Isaiah Hookfin,Dulles,Texas,OT,77.0,270.0,4,0.9084,Sugar Land,TX,
250,HighSchool,2019,251.0,Joshua Harris,Person,NC State,DT,74.0,325.0,4,0.9081,Roxboro,NC,
251,HighSchool,2019,252.0,Tristan Sinclair,San Ramon Valley,Stanford,OLB,74.0,202.0,4,0.9079,Danville,CA,
252,HighSchool,2019,253.0,Darren Jones,Cajon,Utah,WR,80.0,185.0,4,0.9076,San Bernardino,CA,
253,HighSchool,2019,254.0,DJ Dale,Clay-Chalkville,Alabama,DT,75.0,323.0,4,0.9076,Pinson,AL,
254,HighSchool,2019,255.0,Langston Anderson,Heritage,Oklahoma State,WR,74.0,195.0,4,0.9072,Midlothian,TX,
255,HighSchool,2019,256.0,Beau Robbins,Carmel,Indiana,WDE,76.0,238.0,4,0.907,Carmel,IN,
256,HighSchool,2019,257.0,Luke McCaffrey,Valor Christian,Nebraska,ATH,74.0,183.0,4,0.907,Littleton,CO,
257,HighSchool,2019,258.0,Jestin Jacobs,Northmont,Iowa,OLB,75.0,205.0,4,0.9069,Clayton,OH,
258,HighSchool,2019,259.0,Keyon Ware-Hudson,Mater Dei,Oregon,DT,74.0,305.0,4,0.9065,Santa Ana,CA,
259,HighSchool,2019,260.0,Devin Bush,Edna Karr,Arkansas,CB,72.0,190.0,4,0.9063,New Orleans,LA,
260,HighSchool,2019,261.0,Nay'Quan Wright,Miami Carol City,Florida,RB,68.0,188.0,4,0.9061,Opa Locka,FL,
261,HighSchool,2019,262.0,Colby Bowman,St. John Bosco,Stanford,WR,75.0,190.0,4,0.9061,Bellflower,CA,
262,HighSchool,2019,263.0,Peyton Powell,Permian,Baylor,ATH,74.0,182.0,4,0.906,Odessa,TX,
263,HighSchool,2019,264.0,Jaelin Humphries,Mountain View,Florida,DT,75.0,303.0,4,0.9059,Lawrenceville,GA,
264,HighSchool,2019,265.0,Raymond Woodie III,Florida State Univ. School,Florida State,S,73.0,192.0,4,0.9059,Tallahassee,FL,
265,HighSchool,2019,266.0,Karsen Barnhart,Paw Paw,Michigan,OG,76.0,282.0,4,0.9057,Paw Paw,MI,
266,HighSchool,2019,267.0,EJ Ndoma-Ogar,Allen,Oklahoma,OG,75.0,338.0,4,0.9054,Allen,TX,
267,HighSchool,2019,268.0,Cade McNamara,Damonte Ranch,Michigan,PRO,73.0,206.0,4,0.9052,Reno,NV,
268,HighSchool,2019,269.0,Tyler Rudolph,St. Thomas More,Penn State,S,73.0,205.0,4,0.9051,Waterbury,CT,
269,HighSchool,2019,270.0,Jacob Zeno,John Jay,Baylor,PRO,74.5,188.0,4,0.9048,San Antonio,TX,
270,HighSchool,2019,271.0,Donavon Greene,Mount Airy,Wake Forest,WR,74.0,185.0,4,0.9048,Mount Airy,NC,
271,HighSchool,2019,272.0,Vonta Bentley,Jackson-Olin,Clemson,ILB,72.0,220.0,4,0.9045,Birmingham,AL,
272,HighSchool,2019,273.0,Jirehl Brock,Quincy,Iowa State,RB,71.0,205.0,4,0.9045,Quincy,IL,
273,HighSchool,2019,274.0,Taquan Roberson,DePaul Catholic,Penn State,DUAL,72.0,185.0,4,0.9045,Wayne,NJ,
274,HighSchool,2019,275.0,John Metchie,The Peddie School,Alabama,WR,72.0,195.0,4,0.9043,Hightstown,NJ,
275,HighSchool,2019,276.0,Marvin Grant,Martin Luther King,Purdue,S,74.0,200.0,4,0.9041,Detroit,MI,
276,HighSchool,2019,277.0,Michael Tarquin,North Marion,Florida,OT,78.0,290.0,4,0.9041,Citra,FL,
277,HighSchool,2019,278.0,Tony Davis,Hunter Huss,Duke,CB,73.5,186.0,4,0.9036,Gastonia,NC,
278,HighSchool,2019,279.0,Lance LeGendre,Warren Easton,Maryland,DUAL,74.0,205.0,4,0.9036,New Orleans,LA,
279,HighSchool,2019,280.0,J.R. Walker,Clayton,Virginia Tech,ATH,73.0,205.0,4,0.9033,Clayton,NC,
280,HighSchool,2019,281.0,Daimarqua Foster,Hirschi,TCU,RB,70.0,195.0,4,0.9033,Wichita Falls,TX,
281,HighSchool,2019,282.0,Eugene Asante,Westfield,North Carolina,OLB,73.0,212.0,4,0.9031,Chantilly,VA,
282,HighSchool,2019,283.0,Ryan Jacoby,Mentor,Ohio State,OT,77.0,270.0,4,0.9031,Mentor,OH,
283,HighSchool,2019,284.0,Osita Smith,Wilde Lake,West Virginia,S,74.0,205.0,4,0.903,Columbia,MD,
284,HighSchool,2019,285.0,D'Von Ellies,McDonogh School,Penn State,DT,74.0,280.0,4,0.9027,Owings Mills,MD,
285,HighSchool,2019,286.0,Shammond Cooper,Trinity Catholic,Illinois,ILB,74.0,195.0,4,0.9027,Saint Louis,MO,
286,HighSchool,2019,287.0,Saleem Wormley,Smyrna,Penn State,OG,75.0,318.0,4,0.9027,Smyrna,DE,
287,HighSchool,2019,288.0,Jalani Williams,Parkway North,Missouri,S,74.0,170.0,4,0.9026,Saint Louis,MO,
288,HighSchool,2019,289.0,Myron Warren,Many,Texas,SDE,75.0,240.0,4,0.9025,Many,LA,
289,HighSchool,2019,290.0,Tanner Bowles,Glasgow,Alabama,OG,77.0,280.0,4,0.9025,Glasgow,KY,
290,HighSchool,2019,291.0,Marcus Major,Millwood,Oklahoma,RB,72.0,200.0,4,0.9024,Oklahoma City,OK,
291,HighSchool,2019,292.0,Casey Kline,Brawley,Boise State,ATH,76.0,210.0,4,0.9023,Brawley,CA,
292,HighSchool,2019,293.0,Joey Yellen,Mission Viejo,Arizona State,PRO,74.5,211.0,4,0.9023,Mission Viejo,CA,
293,HighSchool,2019,294.0,Jason Blissett,Poly Prep,Miami,DT,75.5,271.0,4,0.9018,Brooklyn,NY,
294,HighSchool,2019,295.0,KJ Wallace,Lovett School,Notre Dame,CB,70.0,187.0,4,0.9017,Atlanta,GA,
295,HighSchool,2019,296.0,Jaelyn Lay,Riverdale,Clemson,TE,78.0,245.0,4,0.9016,Riverdale,GA,
296,HighSchool,2019,297.0,Cameron Davis,Upland,Washington,RB,72.0,187.0,4,0.9016,Upland,CA,
297,HighSchool,2019,298.0,NaNa Osafo-Mensah,Nolan Catholic,Notre Dame,WDE,75.0,224.0,4,0.9014,Fort Worth,TX,
298,HighSchool,2019,299.0,Jason Rodriguez,Oak Hills,USC,OT,78.0,326.0,4,0.9013,Hesperia,CA,
299,HighSchool,2019,300.0,Asa Turner,Carlsbad,Washington,ATH,75.0,195.0,4,0.9007,Carlsbad,CA,
300,HighSchool,2019,301.0,Cameron Williams,Andrean,Indiana,OLB,75.0,205.0,4,0.9005,Merrillville,IN,
301,HighSchool,2019,302.0,Jacob Conover,Chandler,BYU,PRO,73.0,205.0,4,0.9005,Chandler,AZ,
302,HighSchool,2019,303.0,Giles Jackson,Freedom,Michigan,WR,68.0,175.0,4,0.9004,Oakley,CA,
303,HighSchool,2019,304.0,Darius Thomas,Jonesboro,Ole Miss,OT,78.0,340.0,4,0.9002,Jonesboro,AR,
304,HighSchool,2019,305.0,Jalen Catalon,Mansfield Legacy,Arkansas,S,69.0,188.0,4,0.9001,Mansfield,TX,
305,HighSchool,2019,306.0,Jalon Jones,Henrico,Florida,DUAL,75.0,205.0,4,0.9001,Richmond,VA,
306,HighSchool,2019,307.0,Hakeem Beamon,Manchester,Penn State,SDE,76.0,254.0,4,0.8999,Midlothian,VA,
307,HighSchool,2019,308.0,Jahleel Billingsley,Phillips Academy,Alabama,TE,76.0,216.0,4,0.8998,Chicago,IL,
308,HighSchool,2019,309.0,Roman Harrison,Bainbridge,Tennessee,WDE,74.0,235.0,4,0.8996,Bainbridge,GA,
309,HighSchool,2019,310.0,Keaton Ellis,State College Area,Penn State,CB,72.0,180.0,4,0.8994,State College,PA,
310,HighSchool,2019,311.0,Dwan Mathis,Oak Park,Georgia,PRO,76.0,197.0,4,0.8992,Belleville,MI,
311,HighSchool,2019,312.0,Andre White Jr.,Harrisburg,Texas A&M,ILB,75.0,217.0,4,0.899,Harrisburg,PA,
312,HighSchool,2019,313.0,Peter Parrish,Central,LSU,DUAL,73.0,198.0,4,0.8988,Phenix City,AL,
313,HighSchool,2019,314.0,David Ojabo,Blair Academy,Michigan,SDE,76.5,240.0,4,0.8986,Blairstown,NJ,
314,HighSchool,2019,315.0,Keveon Mullins,Whitehaven,South Carolina,ATH,74.0,207.0,4,0.8986,Memphis,TN,
315,HighSchool,2019,316.0,Quinten Johnson,St. John's College HS,Michigan,S,71.0,190.0,4,0.8982,Washington,DC,
316,HighSchool,2019,317.0,Collin Clay,Putnam City,Arkansas,SDE,75.5,261.0,4,0.8982,Oklahoma City,OK,
317,HighSchool,2019,318.0,Ja'Darien Boykin,Jones County,Louisville,WDE,74.0,235.0,4,0.8977,Gray,GA,
318,HighSchool,2019,319.0,DJ Williams,Sebring,Auburn,RB,71.0,210.0,4,0.8975,Sebring,FL,
319,HighSchool,2019,320.0,Derick Hunter,Dunbar,Texas A&M,SDE,76.0,285.0,4,0.8974,Fort Myers,FL,
320,HighSchool,2019,321.0,Paul Tyson,Hewitt-Trussville,Alabama,PRO,76.5,217.0,4,0.8972,Trussville,AL,
321,HighSchool,2019,322.0,Sataoa Laumea,Eisenhower Senior,Utah,OG,76.0,305.0,4,0.8971,Rialto,CA,
322,HighSchool,2019,323.0,Jaydon Hill,Bob Jones,Florida,CB,72.0,174.0,4,0.8969,Madison,AL,
323,HighSchool,2019,324.0,Joey Porter Jr.,North Allegheny,Penn State,CB,74.0,185.0,4,0.8969,Wexford,PA,
324,HighSchool,2019,325.0,Joe Tippmann,Bishop Dwenger,Wisconsin,OT,78.0,283.0,4,0.8967,Fort Wayne,IN,
325,HighSchool,2019,326.0,Mataio Soli,Douglas County,Arkansas,WDE,76.0,225.0,4,0.8967,Douglasville,GA,
326,HighSchool,2019,327.0,Tommy Eichenberg,St Ignatius,Ohio State,ILB,75.0,235.0,4,0.8966,Cleveland,OH,
327,HighSchool,2019,328.0,Hunter Spears,Sachse,Notre Dame,DT,76.0,280.0,4,0.8964,Sachse,TX,
328,HighSchool,2019,329.0,Curtis Fann,Emanuel County Institute,Florida State,SDE,74.0,251.0,4,0.8963,Twin City,GA,
329,HighSchool,2019,330.0,Kane Patterson,C.P.A.,Clemson,ILB,73.0,212.0,4,0.8962,Nashville,TN,
330,HighSchool,2019,331.0,KJ Jefferson,North Panola,Arkansas,DUAL,75.0,211.0,4,0.896,Sardis,MS,
331,HighSchool,2019,332.0,Jared Casey,Ballard,Kentucky,ILB,75.0,232.0,4,0.8958,Louisville,KY,
332,HighSchool,2019,333.0,Julius Buelow,Kapolei,Washington,OT,80.0,331.0,4,0.8958,Kapolei,HI,
333,HighSchool,2019,334.0,Noah Potter,Mentor,Ohio State,SDE,77.5,250.0,4,0.8958,Mentor,OH,
334,HighSchool,2019,335.0,Josh Ellison,A&M Consolidated,Texas A&M,DT,75.0,285.0,4,0.8958,College Station,TX,
335,HighSchool,2019,336.0,Jaylin Simpson,Frederica Academy,Auburn,CB,71.0,185.0,4,0.8958,Saint Simons Island,GA,
336,HighSchool,2019,337.0,Howard Cross,St. Joseph Regional,Notre Dame,SDE,74.0,265.0,4,0.8958,Montvale,NJ,
337,HighSchool,2019,338.0,Javonne Shepherd,North Forest,Texas,OT,78.0,327.0,4,0.8958,Houston,TX,
338,HighSchool,2019,339.0,Breece Hall,Northwest,Iowa State,RB,72.0,215.0,4,0.8955,Wichita,KS,
339,HighSchool,2019,340.0,Te'Cory Couch,Chaminade-Madonna Prep,Miami,CB,69.5,148.0,4,0.8954,Hollywood,FL,
340,HighSchool,2019,341.0,Jackson Lowe,Cartersville,Tennessee,TE,77.0,235.0,4,0.8947,Cartersville,GA,
341,HighSchool,2019,342.0,Zion Logue,Lebanon,Georgia,SDE,78.0,287.0,4,0.8941,Lebanon,TN,
342,HighSchool,2019,343.0,Marcus Hicks,Northwest,Oklahoma,WDE,77.5,255.0,4,0.8941,Wichita,KS,
343,HighSchool,2019,344.0,Tayvion Robinson,Frank W. Cox,Virginia Tech,ATH,70.0,165.0,4,0.8939,Virginia Beach,VA,
344,HighSchool,2019,345.0,Colby Wooden,Archer,Auburn,WDE,76.0,230.0,4,0.8937,Lawrenceville,GA,
345,HighSchool,2019,346.0,Erick All,Fairfield,Michigan,TE,76.0,225.0,4,0.8937,Fairfield,OH,
346,HighSchool,2019,347.0,JJ Weaver,Moore Traditional School,Kentucky,SDE,77.0,240.0,4,0.8937,Louisville,KY,
347,HighSchool,2019,348.0,Nathaniel Kalepo,Rainier Beach,Washington,OT,78.0,341.0,4,0.8937,Seattle,WA,
348,HighSchool,2019,349.0,Steven Parker,South Oak Cliff,Kansas,WDE,76.0,220.0,4,0.8937,Dallas,TX,
349,HighSchool,2019,350.0,John Rhys Plumlee,Oak Grove,Ole Miss,DUAL,73.0,185.0,4,0.8936,Hattiesburg,MS,
350,HighSchool,2019,351.0,Triston Miller,Charlotte Country Day,North Carolina,OT,78.0,275.0,4,0.8935,Charlotte,NC,
351,HighSchool,2019,352.0,Brenton Strange,Parkersburg,Penn State,TE,77.0,210.0,4,0.8935,Parkersburg,WV,
352,HighSchool,2019,353.0,Sama Paama,Kaimuki,Washington,DT,75.5,336.0,4,0.8929,Honolulu,HI,
353,HighSchool,2019,354.0,Ezra Miller,Ridge View,Iowa,OT,78.0,305.0,4,0.8928,Holstein,IA,
354,HighSchool,2019,355.0,Ke'Shun Brown,Carver,Texas A&M,ILB,73.0,223.0,4,0.8927,Montgomery,AL,
355,HighSchool,2019,356.0,Gregory Brooks Jr.,West Jefferson,Arkansas,CB,70.0,178.0,4,0.8925,Harvey,LA,
356,HighSchool,2019,357.0,Jamal Morris,Fort Bend Bush,Oklahoma,S,74.0,185.0,4,0.8925,Richmond,TX,
357,HighSchool,2019,358.0,Grant Tisdale,Allen,Ole Miss,DUAL,73.0,204.0,4,0.8925,Allen,TX,
358,HighSchool,2019,359.0,Jalen Wydermyer,Dickinson,Texas A&M,TE,77.0,240.0,4,0.8925,Dickinson,TX,
359,HighSchool,2019,360.0,Karter Johnson,Pickerington Central,TCU,DT,75.0,302.0,4,0.8925,Pickerington,OH,
360,HighSchool,2019,361.0,Keshawn King,Oakleaf,Virginia Tech,RB,71.0,175.0,4,0.8925,Orange Park,FL,
361,HighSchool,2019,362.0,Nolan Groulx,William Amos Hough,Wake Forest,WR,71.5,185.0,4,0.8921,Cornelius,NC,
362,HighSchool,2019,363.0,Jordan Wilmore,Lawndale,Utah,APB,68.0,200.0,4,0.8919,Lawndale,CA,
363,HighSchool,2019,364.0,Ja'Varrius Johnson,Hewitt-Trussville,Auburn,WR,68.5,165.0,4,0.8918,Trussville,AL,
364,HighSchool,2019,365.0,Kejuan Markham,Long Beach Poly,Arizona State,S,73.0,180.0,4,0.8918,Long Beach,CA,
365,HighSchool,2019,366.0,JD Bertrand,Blessed Trinity Catholic,Notre Dame,OLB,73.0,220.0,4,0.8918,Roswell,GA,
366,HighSchool,2019,367.0,Kyren Williams,St. John Vianney,Notre Dame,RB,70.0,200.0,4,0.8918,Saint Louis,MO,
367,HighSchool,2019,368.0,Jack Buford,Lutheran North,Missouri,OG,75.0,326.0,4,0.8918,Saint Louis,MO,
368,HighSchool,2019,369.0,Jamious Griffin,Rome,Georgia Tech,RB,70.0,205.0,4,0.8917,Rome,GA,
369,HighSchool,2019,370.0,Marcus Crowley,Trinity Christian Academy,Ohio State,RB,73.0,200.0,4,0.8917,Jacksonville,FL,
370,HighSchool,2019,371.0,Zonovan Knight,Southern Nash,NC State,RB,72.0,190.0,4,0.8917,Bailey,NC,
371,HighSchool,2019,372.0,Wardrick Wilson,Miami Carol City,Florida,OG,76.0,305.0,4,0.8917,Miami,FL,
372,HighSchool,2019,373.0,Connor Bazelak,Archbishop Alter,Missouri,PRO,75.0,207.0,4,0.8913,Dayton,OH,
373,HighSchool,2019,374.0,Troy Fautanu,Liberty,Washington,OG,76.0,289.0,4,0.8912,Henderson,NV,
374,HighSchool,2019,375.0,Jacoby Pinckney,Dorman,Virginia Tech,WR,74.5,206.0,4,0.891,Roebuck,SC,
375,HighSchool,2019,376.0,Raydarious Jones,Horn Lake,LSU,ATH,74.0,170.0,4,0.8908,Horn Lake,MS,
376,HighSchool,2019,377.0,Tyler Endres,Norwalk Senior,Iowa,OT,78.0,285.0,4,0.8908,Norwalk,IA,
377,HighSchool,2019,378.0,Kamren Fabiculanan,Westlake,Washington,CB,73.75,183.0,4,0.8907,Thousand Oaks,CA,
378,HighSchool,2019,379.0,Ani Izuchukwu,Davidson Academy,Mississippi State,WDE,76.0,230.0,4,0.8906,Nashville,TN,
379,HighSchool,2019,380.0,Michael Johnson Jr.,Sheldon,Penn State,DUAL,74.5,192.0,4,0.8905,Eugene,OR,
380,HighSchool,2019,381.0,TQ Jackson,Jefferson,Arkansas,WR,75.0,188.0,4,0.8904,Jefferson,TX,
381,HighSchool,2019,382.0,David Ugwoegbu,Seven Lakes,Oklahoma,WDE,75.0,213.0,4,0.8904,Katy,TX,
382,HighSchool,2019,383.0,Shamar Nash,IMG Academy,Arkansas,WR,74.0,194.0,4,0.8904,Bradenton,FL,
383,HighSchool,2019,384.0,William Harrod,National Christian Academy,Florida,OT,77.0,312.0,4,0.8904,Fort Washington,MD,
384,HighSchool,2019,385.0,Moses Douglass,Springfield,Kentucky,S,74.0,200.0,4,0.89,Springfield,OH,
385,HighSchool,2019,386.0,Tiyon Evans,Hartsville,,RB,69.0,210.0,3,0.89,Hartsville,SC,
386,HighSchool,2019,387.0,Briton Allen,IMG Academy,USC,S,72.0,186.0,3,0.8898,Bradenton,FL,
387,HighSchool,2019,388.0,Genson Hooper-Price,St. John's,Northwestern,WR,76.5,206.0,3,0.8898,Houston,TX,
388,HighSchool,2019,389.0,Trace Ford,Santa Fe,Oklahoma State,WDE,75.0,227.0,3,0.8897,Edmond,OK,
389,HighSchool,2019,390.0,Kristian Williams,Southwind,Oregon,DT,75.0,297.0,3,0.8897,Memphis,TN,
390,HighSchool,2019,391.0,Tyler Nubin,St Charles North,Minnesota,CB,75.0,190.0,3,0.8896,Saint Charles,IL,
391,HighSchool,2019,392.0,Jordan Clark,University Lab,Arizona State,CB,71.0,168.0,3,0.8891,Baton Rouge,LA,
392,HighSchool,2019,393.0,Jammie Robinson,Lee County,South Carolina,S,71.0,200.0,3,0.8891,Leesburg,GA,
393,HighSchool,2019,394.0,Nyquee Hawkins,Orange,Virginia Tech,S,72.0,175.0,3,0.8891,Orange,NJ,
394,HighSchool,2019,395.0,Steven Faucheux,Lakota West,Purdue,DT,76.5,272.0,3,0.8891,West Chester,OH,
395,HighSchool,2019,396.0,Mike Morris,American Heritage B/D,Michigan,SDE,77.0,255.0,3,0.8891,Delray Beach,FL,
396,HighSchool,2019,397.0,Patrick Garwo,Conwell Egan Catholic,Boston College,RB,68.0,208.0,3,0.8891,Fairless Hills,PA,
397,HighSchool,2019,398.0,Darien Chase,Union,Nebraska,ATH,73.0,185.0,3,0.8889,Vancouver,WA,
398,HighSchool,2019,399.0,Zach Williams,Joe T. Robinson,Arkansas,WDE,76.0,235.0,3,0.8888,Little Rock,AR,
399,HighSchool,2019,400.0,DJ Turner II,IMG Academy,Michigan,CB,72.0,165.0,3,0.8888,Bradenton,FL,
400,HighSchool,2019,401.0,La'Vontae Shenault,DeSoto,Colorado,WR,73.0,185.0,3,0.8887,DeSoto,TX,
401,HighSchool,2019,402.0,Colt Ellison,Aledo,TCU,WDE,76.0,235.0,3,0.8885,Aledo,TX,
402,HighSchool,2019,403.0,Demariyon Houston,Millwood,Nebraska,WR,72.0,165.0,3,0.8884,Oklahoma City,OK,
403,HighSchool,2019,404.0,Cameron Williams,Bakersfield,Washington,S,71.0,183.0,3,0.8884,Bakersfield,CA,
404,HighSchool,2019,405.0,Kenan Christon,Madison,USC,RB,70.0,185.0,3,0.8884,San Diego,CA,
405,HighSchool,2019,406.0,Brandon Cunningham,St. Martin,Mississippi State,OT,77.0,300.0,3,0.8884,Ocean Springs,MS,
406,HighSchool,2019,407.0,Marquis Wilson,Windsor,Penn State,CB,72.0,175.0,3,0.8884,Windsor,CT,
407,HighSchool,2019,408.0,Keon Markham,Long Beach Poly,Arizona State,WR,72.0,175.0,3,0.8884,Long Beach,CA,
408,HighSchool,2019,409.0,Jalen Cropper,Buchanan,Fresno State,ATH,72.0,175.0,3,0.8884,Clovis,CA,
409,HighSchool,2019,410.0,Michael Martinez,Mater Dei,UCLA,TE,78.0,246.0,3,0.8883,Santa Ana,CA,
410,HighSchool,2019,411.0,Suaava Poti,St. John Bosco,Oregon,DT,75.0,285.0,3,0.8883,Bellflower,CA,
411,HighSchool,2019,412.0,Tamauzia Brown,Newton,,ATH,73.0,175.0,3,0.8883,Newton,TX,
412,HighSchool,2019,413.0,Spencer Lytle,St. John Bosco,Wisconsin,OLB,75.0,215.0,3,0.8883,Bellflower,CA,
413,HighSchool,2019,414.0,Shyheim Battle,Rocky Mount,NC State,CB,74.0,173.0,3,0.8883,Rocky Mount,NC,
414,HighSchool,2019,415.0,Tyler Fromm,Warner Robins,Auburn,TE,77.0,225.0,3,0.8882,Warner Robins,GA,
415,HighSchool,2019,416.0,Jack Kiser,Pioneer,Notre Dame,OLB,74.0,215.0,3,0.888,Royal Center,IN,
416,HighSchool,2019,417.0,Josh Sanguinetti,University School,Indiana,S,74.0,171.0,3,0.888,Fort Lauderdale,FL,
417,HighSchool,2019,418.0,Logan Cash,Winder-Barrow,Clemson,SDE,75.0,270.0,3,0.888,Winder,GA,
418,HighSchool,2019,419.0,Brett Johnson,Desert Vista,California,DT,76.5,273.0,3,0.8878,Phoenix,AZ,
419,HighSchool,2019,420.0,Kenyon Jackson,Grayson,Texas A&M,WR,77.5,195.0,3,0.8875,Loganville,GA,
420,HighSchool,2019,421.0,Trikweze Bridges,Lanett,Oregon,S,75.0,175.0,3,0.8874,Lanett,AL,
421,HighSchool,2019,422.0,Tymon Mitchell,Franklin Road Academy,Georgia,DT,75.0,309.0,3,0.887,Nashville,TN,
422,HighSchool,2019,423.0,Cale Millen,Mount Si,Oregon,PRO,76.0,190.0,3,0.8863,Snoqualmie,WA,
423,HighSchool,2019,424.0,Luke Fulton,Cardinal Mooney,Michigan State,ILB,75.0,215.0,3,0.8863,Youngstown,OH,
424,HighSchool,2019,425.0,Michael Fletcher,Carman-Ainsworth,Michigan State,SDE,77.0,240.0,3,0.8863,Flint,MI,
425,HighSchool,2019,426.0,Jayvaun Wilson,Valencia,Oregon,ATH,74.0,210.0,3,0.8863,Valencia,CA,
426,HighSchool,2019,427.0,Shamar Martin,Morse,UCLA,CB,71.0,170.0,3,0.8863,San Diego,CA,
427,HighSchool,2019,428.0,Charles Njoku,Wayne Hills,UCLA,WR,77.0,200.0,3,0.8862,Wayne,NJ,
428,HighSchool,2019,429.0,Darwin Barlow,Newton,TCU,RB,71.0,195.0,3,0.8862,Newton,TX,
429,HighSchool,2019,430.0,Jamie Nance,Blanchard,Nebraska,ATH,72.0,160.0,3,0.8862,Blanchard,OK,
430,HighSchool,2019,431.0,Ralen Goforth,St. John Bosco,USC,OLB,74.0,224.0,3,0.8862,Bellflower,CA,
431,HighSchool,2019,432.0,Lee Kpogba,Parkland,Syracuse,OLB,74.0,210.0,3,0.886,Winston Salem,NC,
432,HighSchool,2019,433.0,Marcus Alexander,Sunnyvale,Oklahoma,OG,75.0,295.0,3,0.8859,Sunnyvale,TX,
433,HighSchool,2019,434.0,Rahmir Johnson,Bergen Catholic,Nebraska,RB,70.0,173.0,3,0.8858,Oradell,NJ,
